"afd_Balten_2025_08" "afd_BeatrixVonStorch_2021_07" "afd_BeatrixVonStorch_2022_06" "afd_chrupalla_2024_10" "afd_chrupalla_2025_09" "afd_Gauland_2018_02" "afd_Gauland_Regierungserklärung2018_04" "afd_Malsack-Winkemann_2018_03" "afd_weidel_2018_01" "afd_weidel_2021_05" "dolchstoß_01" "dolchstoß_BrockhausArtikel_1930_03" "dolchstoß_Eiserne Blätter_1918_05" "dolchstoß_RedeNoske_1907_04" "dolchstoß_Wahlplakat1924_02"
"immer" 0 0.168350168350168 0 0.0755287009063444 0.102249488752556 0.278035217794254 0.551876379690949 0.272108843537415 0.327600327600328 0 0.156985871271586 0.36101083032491 0 0 1.14942528735632
"hier" 0 0.168350168350168 0.271739130434783 0 0.204498977505112 0.370713623725672 0.22075055187638 0.136054421768707 0.0819000819000819 0.53763440860215 0.235478806907378 0 0 0.99009900990099 0
"keine" 0 0.168350168350168 0.271739130434783 0.453172205438066 0.306748466257669 0.092678405931418 0.22075055187638 0.408163265306122 0.0819000819000819 0.134408602150538 0.0784929356357928 0 0 0 0
"land" 0 0 0.271739130434783 0.453172205438066 0.408997955010225 0 0.11037527593819 0.272108843537415 0.245700245700246 0.268817204301075 0 0 0 0.99009900990099 0
"wollen" 0 0 1.08695652173913 0.0755287009063444 0.408997955010225 0 0.22075055187638 0 0.40950040950041 0.134408602150538 0 0 0 0.99009900990099 2.29885057471264
"zur" 0.284900284900285 0 0 0.151057401812689 0.102249488752556 0.278035217794254 0.11037527593819 0.136054421768707 0.245700245700246 0.806451612903226 0.156985871271586 0 0 0 0
"damen" 0.284900284900285 0.336700336700337 0.271739130434783 0.0755287009063444 0.306748466257669 0.278035217794254 0.441501103752759 0.272108843537415 0.0819000819000819 0.134408602150538 0 0 0 0 0
"meine" 0.284900284900285 0.336700336700337 0.271739130434783 0 0.306748466257669 0.370713623725672 0.551876379690949 0.272108843537415 0 0 0 0 0 0.99009900990099 0
"sehr" 0.56980056980057 0 0.271739130434783 0.151057401812689 0.408997955010225 0 0.11037527593819 0.272108843537415 0.163800163800164 0.403225806451613 0.0784929356357928 0 0 0.99009900990099 0
"einem" 0 0.168350168350168 0.271739130434783 0 0.102249488752556 0.370713623725672 0.22075055187638 0.272108843537415 0.0819000819000819 0 0.313971742543171 0 0.757575757575758 0.99009900990099 0
"alle" 0.854700854700855 0 0.271739130434783 0.0755287009063444 0.306748466257669 0 0 0.408163265306122 0 0.134408602150538 0.392464678178964 0 0 0 0
"aus" 0.284900284900285 0.505050505050505 0 0.151057401812689 0 0.278035217794254 0.11037527593819 0.136054421768707 0.163800163800164 0.134408602150538 0.235478806907378 0 0 0 0
"einen" 0.284900284900285 0.168350168350168 0 0.151057401812689 0.102249488752556 0.278035217794254 0.11037527593819 0.136054421768707 0.163800163800164 0.268817204301075 0 1.08303249097473 0 0 0
"jahren" 0.284900284900285 0.168350168350168 0 0.377643504531722 0.408997955010225 0.092678405931418 0.11037527593819 0.136054421768707 0.245700245700246 0 0 0 0 0 0
"krieg" 0 0.168350168350168 0 0.151057401812689 0 0 0 0 0.0819000819000819 0 0.706436420722135 0.36101083032491 1.51515151515152 0.99009900990099 0
"allen" 0 0 0 0.302114803625378 0.408997955010225 0 0.11037527593819 0 0.163800163800164 0.268817204301075 0.156985871271586 0.36101083032491 0 0 0
"damit" 0 0 0.271739130434783 0.453172205438066 0.204498977505112 0.185356811862836 0 0.272108843537415 0.0819000819000819 0.134408602150538 0.0784929356357928 0 0 0 0
"ihnen" 0 0 0.271739130434783 0.226586102719033 0.306748466257669 0.278035217794254 0.11037527593819 0 0.245700245700246 0.268817204301075 0 0 0 0 0
"daß" 0 0 0 0 0 0 0 0 0 0 0.470957613814757 1.08303249097473 1.51515151515152 3.96039603960396 0
"eines" 0.284900284900285 0.168350168350168 0 0.151057401812689 0.102249488752556 0.092678405931418 0.11037527593819 0.136054421768707 0.245700245700246 0.134408602150538 0.235478806907378 0 0 0 0
"ihr" 0.284900284900285 0 0.271739130434783 0.0755287009063444 0.306748466257669 0.185356811862836 0.22075055187638 0.136054421768707 0.0819000819000819 0.268817204301075 0 0 0 0 1.14942528735632
"ihren" 0.284900284900285 0 0 0.0755287009063444 0 0.370713623725672 0.441501103752759 0 0.163800163800164 0.268817204301075 0.0784929356357928 0 0 0 0
"afd" 0.56980056980057 1.01010101010101 0 0.151057401812689 0 0.092678405931418 0.22075055187638 0.136054421768707 0 0 0 0 0 0 0
"gegen" 0 0.841750841750842 0 0.151057401812689 0 0.092678405931418 0 0 0.245700245700246 0.134408602150538 0.0784929356357928 0 0 0.99009900990099 0
"muss" 0.854700854700855 0 0.815217391304348 0 0 0.092678405931418 0.11037527593819 0.136054421768707 0.0819000819000819 0.53763440860215 0 0 0 0 0
"nichts" 0 0.168350168350168 0 0.151057401812689 0.102249488752556 0.092678405931418 0.22075055187638 0.136054421768707 0.327600327600328 0.268817204301075 0 0 0 0 0
"unserer" 0 0 1.35869565217391 0.0755287009063444 0.102249488752556 0 0.11037527593819 0 0.0819000819000819 0 0.235478806907378 0 1.51515151515152 0 0
"weiter" 0 0.336700336700337 0 0.377643504531722 0 0.092678405931418 0.11037527593819 0.136054421768707 0.0819000819000819 0.268817204301075 0.0784929356357928 0 0 0 0
"dann" 0.56980056980057 0.673400673400673 0 0.0755287009063444 0.102249488752556 0.092678405931418 0.22075055187638 0 0 0 0 0.36101083032491 0 0 1.14942528735632
"diesem" 0 0 0.271739130434783 0.0755287009063444 0.306748466257669 0 0.33112582781457 0 0 0.134408602150538 0.313971742543171 0 0 0 0
"einmal" 0 0.336700336700337 0 0.151057401812689 0.102249488752556 0 0.441501103752759 0 0.163800163800164 0.134408602150538 0 0 0.757575757575758 0 0
"euro" 0 0 0 0.226586102719033 0 0 0.11037527593819 1.08843537414966 0.0819000819000819 0 0 0 0 0 0
"jetzt" 0.284900284900285 0.505050505050505 0.271739130434783 0 0.102249488752556 0 0.22075055187638 0 0.245700245700246 0.134408602150538 0 0 0 0 1.14942528735632
"können" 0 0 0.543478260869565 0.226586102719033 0.102249488752556 0.185356811862836 0 0.272108843537415 0.0819000819000819 0 0.0784929356357928 0 0 0.99009900990099 0
"mal" 0.284900284900285 0.168350168350168 0 0.302114803625378 0 0 0.22075055187638 0 0.327600327600328 0.134408602150538 0 0 0 0 0
"menschen" 0 0 0.815217391304348 0.377643504531722 0 0.092678405931418 0.33112582781457 0 0 0.134408602150538 0 0 0 0 0
